"distinguish","dynamic","dynamic","dynamic","telic","telic","telic"
"blended","dynamic","dynamic","dynamic","telic","telic","telic"
"iced","dynamic","dynamic","dynamic","telic","telic","telic"
"debarred","dynamic","dynamic","dynamic","telic","telic","atelic"
"inspire","dynamic","dynamic","dynamic","atelic","telic","telic"
"ruin","dynamic","dynamic","dynamic","telic","telic","telic"
"reflect","dynamic","dynamic","dynamic","atelic","atelic","telic"
"freed","dynamic","dynamic","dynamic","telic","telic","telic"
"jibes","stative","dynamic","dynamic","X_atelic","atelic","atelic"
"gulping","dynamic","dynamic","dynamic","atelic","atelic","atelic"
"Cradling","dynamic","dynamic","stative","telic","atelic","X_atelic"
"invited","dynamic","dynamic","dynamic","telic","telic","telic"
"scanned","dynamic","dynamic","dynamic","atelic","telic","telic"
"simplifying","dynamic","dynamic","dynamic","telic","telic","telic"
"slant","dynamic","dynamic","dynamic","atelic","atelic","atelic"
"disrupt","dynamic","dynamic","dynamic","telic","telic","atelic"
"stupefied","dynamic","stative","stative","telic","X_atelic","X_atelic"
"originated","stative","dynamic","stative","X_atelic","telic","X_atelic"
"agitated","dynamic","stative","stative","telic","X_atelic","X_atelic"
"banked","dummy_a","dynamic","dynamic","telic","telic","telic"
"puzzled","dynamic","stative","stative","telic","X_atelic","X_atelic"
"stayed","dynamic","stative","stative","atelic","X_atelic","X_atelic"
"laboring","dynamic","dynamic","dummy_a","atelic","atelic","dummy_t"
"presenting","dynamic","dynamic","dynamic","telic","telic","atelic"
"crumbled","dynamic","dynamic","dynamic","telic","telic","atelic"
"depends","stative","stative","stative","X_atelic","X_atelic","X_atelic"
"facing","stative","stative","stative","X_atelic","X_atelic","X_atelic"
"daydream","dynamic","dynamic","dynamic","atelic","atelic","atelic"
"restrain","dynamic","dynamic","stative","atelic","telic","X_atelic"
"bested","dynamic","dynamic","dynamic","telic","telic","telic"
"categorized","dynamic","dynamic","dynamic","telic","telic","telic"
"looping","dummy_a","dynamic","dummy_a","dummy_t","atelic","dummy_t"
"divulged","dynamic","dynamic","dynamic","telic","telic","telic"
"made","dynamic","dynamic","dynamic","telic","telic","telic"
"coveted","stative","stative","stative","X_atelic","X_atelic","X_atelic"
"bang","dynamic","dynamic","dynamic","telic","telic","telic"
"baby-sitting","dynamic","dynamic","dynamic","atelic","atelic","atelic"
"Wearied","dynamic","dynamic","stative","telic","telic","X_atelic"
"extort","dynamic","dynamic","dynamic","telic","telic","telic"
"REEVALUATE","dynamic","dynamic","dynamic","telic","telic","telic"
"impart","dynamic","dynamic","dynamic","telic","telic","telic"
"pleased","stative","stative","stative","X_atelic","X_atelic","X_atelic"
"entitles","stative","dynamic","stative","X_atelic","telic","X_atelic"
"celebrate","dynamic","dynamic","dynamic","telic","atelic","telic"
"honouring","dynamic","dynamic","stative","telic","telic","X_atelic"
"rebuke","dynamic","dynamic","dynamic","telic","telic","telic"
"conceived","dynamic","dynamic","dynamic","telic","telic","telic"
"sheltered","dynamic","dynamic","dynamic","atelic","atelic","atelic"
"nominated","dynamic","dynamic","dynamic","telic","telic","telic"
"bespeaks","stative","stative","stative","X_atelic","X_atelic","X_atelic"
