"distinguish","telic"
"blended","telic"
"iced","telic"
"debarred","telic"
"inspire","atelic"
"ruin","telic"
"reflect","atelic"
"freed","telic"
"gulping","atelic"
"Cradling","telic"
"invited","telic"
"scanned","atelic"
"simplifying","telic"
"slant","atelic"
"disrupt","telic"
"stupefied","telic"
"agitated","telic"
"banked","telic"
"puzzled","telic"
"stayed","atelic"
"laboring","atelic"
"presenting","telic"
"crumbled","telic"
"daydream","atelic"
"restrain","atelic"
"bested","telic"
"categorized","telic"
"looping","dummy_t"
"divulged","telic"
"made","telic"
"bang","telic"
"baby-sitting","atelic"
"Wearied","telic"
"extort","telic"
"REEVALUATE","telic"
"impart","telic"
"celebrate","telic"
"honouring","telic"
"rebuke","telic"
"conceived","telic"
"sheltered","atelic"
"nominated","telic"
"invaded","telic"
"surprised","dummy_t"
"executed","telic"
"gliding","telic"
"vomited","dummy_t"
"budge","telic"
"disconcerting","telic"
"outlining","telic"
"infer","telic"
"firing","atelic"
"annoying","atelic"
"capsized","telic"
"invested","telic"
"transformed","telic"
"salvaged","telic"
"conversing","atelic"
"messed","telic"
"prospered","atelic"
"scar","telic"
"elongated","atelic"
"looked","telic"
"befallen","telic"
"brandished","atelic"
"crash","telic"
"cured","telic"
"eliminating","telic"
"slaking","atelic"
"fended","telic"
"repealed","telic"
"concurred","telic"
"staking","telic"
"spilled","telic"
"master","telic"
"stick","atelic"
"flooded","telic"
"wrangle","atelic"
"outfit","telic"
"repine","atelic"
"Attuned","telic"
"gyrating","atelic"
"metamorphosed","telic"
"deleted","telic"
"twinkle","atelic"
"devolved","telic"
"approximate","telic"
"advised","telic"
"miscarry","telic"
"appeal","telic"
"circumventing","telic"
"bake","telic"
"rummaged","atelic"
"redouble","telic"
"darkened","telic"
"glanced","telic"
"opened","telic"
"convulsing","atelic"
"craning","telic"
"fished","atelic"
"badger","atelic"
"expelled","telic"
"scurried","telic"
"bothering","atelic"
"deputising","telic"
"dubbed","telic"
"overstepped","telic"
"dedicated","atelic"
"moderate","telic"
"curtailed","telic"
"beseeched","atelic"
"witness","telic"
"fulfil","telic"
"screamed","atelic"
"retched","atelic"
"complicated","telic"
"swamp","telic"
"deferred","telic"
"consigned","telic"
"pestering","atelic"
"familiarizes","telic"
"bare","telic"
"inspected","telic"
"knocked","atelic"
"curbed","telic"
"uplifted","telic"
"professed","telic"
"relented","telic"
"consummated","telic"
"disposed","telic"
"wolfed","telic"
"repeated","telic"
"trod","atelic"
"shower","telic"
"examined","atelic"
"covered","telic"
"devoting","atelic"
"boosted","atelic"
"trampled","telic"
"severing","telic"
"orbits","atelic"
"dangled","atelic"
"fortify","telic"
"fretting","dummy_t"
"abandoned","telic"
"waken","telic"
"acquit","telic"
"sputtered","telic"
"emboss","atelic"
"invented","telic"
"fantasize","atelic"
"misfired","telic"
"glowing","atelic"
"glued","telic"
"overruled","telic"
"projected","telic"
"patching","atelic"
"informed","telic"
"outdone","telic"
"progressed","telic"
"people","telic"
"evolve","telic"
"compounded","telic"
"positioned","telic"
"enveloping","atelic"
"stabbed","telic"
"committed","telic"
"faded","telic"
"inverting","telic"
"augment","telic"
"balled","telic"
"reassure","telic"
"Treated","telic"
"smiled","telic"
"attempted","atelic"
"signalled","telic"
"arraigning","telic"
"whooped","atelic"
"trailed","telic"
"stamp","telic"
"apprehended","telic"
"accumulated","telic"
"refrigerated","telic"
"accelerated","atelic"
"lunging","dummy_t"
"withheld","atelic"
"evicted","telic"
"streaming","atelic"
"cajoled","telic"
"collaborated","atelic"
"disseminate","telic"
"forwarded","telic"
"maltreated","telic"
"ransom","telic"
"mimic","atelic"
"uncoiled","telic"
"appended","telic"
"filled","telic"
"title","telic"
"use","telic"
"crackled","atelic"
"terrorizing","atelic"
"struck","telic"
"convening","telic"
"preening","telic"
"rebuffing","telic"
"occasioned","telic"
"mapped","telic"
"vault","telic"
"loan","telic"
"chopped","telic"
"skinned","dummy_t"
"RELOCATE","telic"
"impeded","telic"
"cursing","atelic"
"clubbing","dummy_t"
"singed","telic"
"engulf","telic"
"parley","atelic"
"hugging","telic"
"TRY","telic"
"loaded","telic"
"corroborated","telic"
"preempt","telic"
"coughing","atelic"
"fed","atelic"
"returned","telic"
"skimmed","atelic"
"fudge","atelic"
"brooking","dummy_t"
"enrol","telic"
"heralded","telic"
"talking","atelic"
"menaced","atelic"
"pitch","telic"
"subdued","telic"
"trotted","telic"
"disheartened","telic"
"sort","telic"
"notify","telic"
"strip","telic"
"converted","telic"
"osculating","atelic"
"succour","telic"
"testing","telic"
"torch","telic"
"chuck","atelic"
"relayed","telic"
"bent","telic"
"debunked","telic"
"grant","telic"
"triggered","telic"
"dwarf","telic"
"surrounded","telic"
"marred","telic"
"delivered","telic"
"reply","telic"
"overmastered","telic"
"curved","dummy_t"
"drowned","telic"
"tape","atelic"
"strayed","telic"
"filming","atelic"
"journeyed","telic"
"crept","telic"
"constructed","telic"
"confiscated","telic"
"upset","telic"
"lengthened","telic"
"mending","telic"
"vanished","telic"
"explained","telic"
"bite","telic"
"applauded","telic"
"mention","telic"
"hooked","telic"
"rotating","atelic"
"skidded","telic"
"find","telic"
"brooding","dummy_t"
"protested","telic"
"pressured","atelic"
"evaluate","telic"
"subject","telic"
"squeezed","telic"
"feast","telic"
"tailored","telic"
"heaved","telic"
"back","dummy_t"
"assimilates","telic"
"stalking","atelic"
"printing","atelic"
"took","telic"
"file","dummy_t"
"trickle","telic"
"combine","telic"
"baiting","atelic"
"writhing","atelic"
"missing","dummy_t"
"trained","telic"
"deflect","telic"
"brewing","telic"
"dogged","atelic"
"tussling","atelic"
"chuckled","telic"
"interpreted","atelic"
"cleanse","telic"
"ferry","atelic"
"dried","telic"
"pound","atelic"
"serve","telic"
"appeased","telic"
"lugged","telic"
"shocked","telic"
"blasted","telic"
"revenge","telic"
"tramped","atelic"
"comparing","atelic"
"propagated","telic"
"water","telic"
"passed","telic"
"competing","atelic"
"postulate","telic"
"rally","telic"
"dipped","telic"
"affix","telic"
"clinging","atelic"
"sustain","atelic"
"shepherding","atelic"
"beat","telic"
"squashed","telic"
"resist","atelic"
"dilate","telic"
"grumbled","atelic"
"chafe","telic"
"muttered","telic"
"answer","telic"
"replace","telic"
"strewed","telic"
"fettered","telic"
"chatting","atelic"
"crumple","telic"
"eluded","telic"
"mint","telic"
"pointed","telic"
"stimulating","telic"
"borrow","telic"
"paralyzed","telic"
"tailing","atelic"
"striding","atelic"
"classified","telic"
"stage","telic"
"dampened","telic"
"die","telic"
"grasped","telic"
"desert","telic"
"tacked","telic"
"crack","telic"
"socked","telic"
"Clear","telic"
"mumbled","telic"
"stomach","atelic"
"repel","telic"
"foster","telic"
"debilitated","telic"
"redressing","telic"
"marched","atelic"
"uphold","atelic"
"resounded","telic"
"Straighten","telic"
"envisioned","atelic"
"bearing","atelic"
"shoplifting","telic"
"restoring","telic"
"ravages","telic"
"entertain","atelic"
"bequeathed","telic"
"trim","telic"
"edified","telic"
"advanced","telic"
"interrupted","telic"
"showcase","telic"
"harmonize","atelic"
"venture","telic"
"co-operate","atelic"
"squared","telic"
"stacked","telic"
"replenishing","telic"
"commuted","telic"
"emulate","atelic"
"Zooming","telic"
"mined","telic"
"grass","telic"
"impelled","atelic"
"commiserating","atelic"
"obtained","telic"
"hurried","atelic"
"repulsed","telic"
"backtrack","atelic"
"considered","atelic"
"swivels","telic"
"brag","atelic"
"listened","atelic"
"besieging","atelic"
"pulverised","telic"
"tripping","atelic"
"parked","telic"
"tweaked","telic"
"Enmeshed","telic"
"discern","telic"
"penetrate","telic"
"pausing","telic"
"superseded","telic"
"intoxicated","telic"
"impinge","telic"
"ejaculated","telic"
"straighten","telic"
"interfere","telic"
"misuse","telic"
"savouring","atelic"
"thriving","atelic"
"sprouting","telic"
"clinked","telic"
"jump","telic"
"account","dummy_t"
"spark","telic"
"summarize","telic"
"clip","telic"
"flattened","telic"
"eased","telic"
"dig","telic"
"righted","telic"
"forebode","telic"
"shivered","atelic"
"overrun","telic"
"solidified","telic"
"underlined","telic"
"swopped","telic"
"overridden","telic"
"perpetrated","telic"
"beams","dummy_t"
"experience","telic"
"cultivated","atelic"
"earned","telic"
"holding","atelic"
"happened","telic"
"mind","atelic"
"blooming","telic"
"spare","telic"
"hopped","atelic"
"exhorted","telic"
"soaking","telic"
"distorting","telic"
"prescribed","telic"
"eclipsed","telic"
"requested","telic"
"ambushed","telic"
"bereft","telic"
"built","telic"
"record","telic"
"tolerate","atelic"
"met","telic"
"encountered","telic"
"underscore","telic"
"frighten","telic"
"ruminated","atelic"
"hit","telic"
"infesting","telic"
"billing","telic"
"depicted","telic"
"transfixed","telic"
"parted","telic"
"termed","telic"
"dispatch","telic"
"doomed","telic"
"fetch","telic"
"ambling","atelic"
"bind","telic"
"assembled","telic"
"Set","telic"
"mimed","atelic"
"exude","atelic"
"soared","atelic"
"allayed","telic"
"replicated","telic"
"cleaned","telic"
"told","telic"
"roused","telic"
"baptized","telic"
"travelled","telic"
"overpowered","telic"
"congratulated","telic"
"process","telic"
"further","telic"
"outrun","telic"
"lauding","telic"
"attest","telic"
"charted","telic"
"secreting","atelic"
"enter","telic"
"divorced","telic"
"alight","telic"
"flaunted","telic"
"panting","atelic"
"lit","telic"
"prodded","telic"
"quiz","telic"
"paging","atelic"
"started","telic"
"cuddled","atelic"
"shouted","telic"
"consult","atelic"
"glared","atelic"
"quit","telic"
"disclosed","telic"
"perished","telic"
"measured","telic"
"chant","atelic"
"baptised","telic"
"distended","telic"
"detonate","telic"
"harvested","telic"
"ravish","telic"
"undervalued","telic"
"banished","telic"
"formulate","telic"
"quieten","telic"
"documented","telic"
"re-evaluate","telic"
"dissemble","telic"
"weighted","telic"
"charmed","telic"
"compiled","telic"
"escaped","telic"
"Run","telic"
"murmured","telic"
"adapting","telic"
"chase","telic"
"desist","telic"
"regulated","telic"
"Rebounding","telic"
"shovelled","atelic"
"attached","telic"
"purchased","telic"
"evoked","atelic"
"enclosed","telic"
"trundled","atelic"
"battered","atelic"
"chaining","telic"
"forestall","telic"
"glorifying","atelic"
"housed","atelic"
"lapsed","telic"
"smarted","atelic"
"unify","telic"
"finance","telic"
"shot","telic"
"secured","telic"
"squawking","dummy_t"
"assume","atelic"
"dazzling","atelic"
"managed","telic"
"brushed","telic"
"encircling","dummy_t"
"enticing","dummy_t"
"unlock","telic"
"hounded","telic"
"tore","telic"
"intimates","telic"
"received","telic"
"tumbled","telic"
"participate","atelic"
"enlisted","telic"
"endorsed","telic"
"waved","atelic"
"provided","telic"
"survived","telic"
"vacate","telic"
"pluck","telic"
"excused","telic"
"impute","atelic"
"stashed","telic"
"fumed","atelic"
"realise","telic"
"ward","telic"
"attain","telic"
"propped","telic"
"reheat","telic"
"bypass","telic"
"bellowed","telic"
"redounding","atelic"
"warn","telic"
"wheezed","telic"
"enhanced","telic"
"interpose","telic"
"intermingle","telic"
"tired","telic"
"inciting","telic"
"prosecuting","telic"
"tilted","telic"
"entrusted","atelic"
"allocated","telic"
"exulting","atelic"
"promote","atelic"
"teeming","atelic"
"attended","telic"
"fuss","telic"
"swimming","atelic"
"initiated","telic"
"realized","telic"
"consolidated","telic"
"aligned","telic"
"washed","telic"
"dodged","telic"
"harassing","atelic"
"growling","atelic"
"unbent","telic"
"fused","telic"
"marveled","atelic"
"trap","telic"
"smashed","telic"
"shoved","telic"
"convicted","telic"
"watched","atelic"
"fashion","telic"
"vilify","telic"
"polished","telic"
"squabbled","atelic"
"scotch","telic"
"biding","atelic"
"thieving","telic"
"steadied","telic"
"incurred","telic"
"Validating","telic"
"deprive","telic"
"ting","dummy_t"
"recoil","telic"
"combusting","telic"
"stared","atelic"
"put","telic"
"hitched","telic"
"developed","telic"
"inhibited","telic"
"starve","telic"
"warmed","telic"
"consumed","telic"
"reversed","telic"
"school","dummy_t"
"juxtaposing","telic"
"funded","telic"
"stipulated","telic"
"wagered","telic"
"muddled","telic"
"shelved","telic"
"clap","atelic"
"shadowing","atelic"
"lash","telic"
"distribute","atelic"
"continued","telic"
"climbed","telic"
"radiated","atelic"
"muffled","telic"
"tortured","atelic"
"twitched","telic"
"attack","telic"
"biased","telic"
"encroaches","atelic"
"slithered","telic"
"struggled","atelic"
"congealed","telic"
"voted","telic"
"smite","telic"
"Destroy","telic"
"moaning","atelic"
"testify","telic"
"whispered","telic"
"aroused","atelic"
"collapses","telic"
"scowling","atelic"
"retracted","telic"
"blustering","atelic"
"spurred","atelic"
"implored","atelic"
"sharing","atelic"
"eloping","telic"
"toting","atelic"
"aiding","dummy_t"
"extradite","telic"
"outgrew","telic"
"shamming","atelic"
"acquired","telic"
"accommodating","telic"
"reasoning","atelic"
"dissuade","telic"
"unbolted","telic"
"prickled","atelic"
"Dwindling","atelic"
"rehabilitate","telic"
"composing","telic"
"poisoning","telic"
"transposed","telic"
"guarantee","atelic"
"waver","atelic"
"traverse","telic"
"USE","telic"
"hurtling","telic"
"ringing","atelic"
"enraged","atelic"
"quarried","atelic"
"annihilated","telic"
"endowed","telic"
"qualified","dummy_t"
"touring","atelic"
"dissipate","telic"
"ask","telic"
"undertook","telic"
"acquiesce","telic"
"swollen","telic"
"jamming","telic"
"Read","telic"
"untying","telic"
"refined","telic"
"nail","telic"
"retain","atelic"
"activating","telic"
"elucidated","telic"
"sheds","telic"
"elapsed","telic"
"specify","telic"
"shipped","telic"
"summon","telic"
"persuade","telic"
"dumped","telic"
"impersonating","atelic"
"exit","telic"
"dispelled","telic"
"remind","telic"
"administered","telic"
"yelled","telic"
"slowed","telic"
"distilled","telic"
"hardened","telic"
"flicked","telic"
"mounted","telic"
"touches","atelic"
"broadened","telic"
"flashing","atelic"
"shaken","atelic"
"spotted","telic"
"called","telic"
"retarded","telic"
"Calm","telic"
"vacillated","atelic"
"slipping","telic"
"relieved","atelic"
"empower","telic"
"Snitching","dummy_t"
"reaped","telic"
"supervising","atelic"
"grade","telic"
"dislocate","telic"
"erected","telic"
"savor","atelic"
"recounting","atelic"
"comprehend","atelic"
"disappointed","atelic"
"refill","telic"
"dissociating","telic"
"precipitated","telic"
"engaged","atelic"
"capered","atelic"
"robbed","telic"
"transported","telic"
"slumber","atelic"
"undermined","telic"
"prevaricate","atelic"
"meditated","atelic"
"transplant","telic"
"whistling","atelic"
"cited","telic"
"deposit","telic"
"despatched","telic"
"submerged","telic"
"accusing","telic"
"bargained","atelic"
"confounded","telic"
"indemnify","telic"
"echoed","atelic"
"screened","telic"
"anchor","telic"
"yielded","telic"
"circumscribed","telic"
"construed","telic"
"rendered","telic"
"recommend","telic"
"defeated","telic"
"defined","telic"
"articulate","telic"
"blurt","telic"
"aired","telic"
"encourage","telic"
"demanded","telic"
